commit_hash,project_name,classification,commit_message
7eb955c2e7cbd1c46f269736e10e6707383e724d,apache-jmeter,None,Convert to Commons HttpClient cookie parsing and matchinggit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@411326 13f79535-47bb-0310-9956-ffa450edef68n
7ebdd1790c775b8c2535438ffb1eba55a32f9de1,camel,None,Polished.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1387723 13f79535-47bb-0310-9956-ffa450edef68n
7ebe8645806333b75f72ab42f46bbdcfd846cb82,tomcat,Non Functional,Handling parallel deployment looks possible but messy. Document it as a limitation. We can always revisit it if there is user demand.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1733493 13f79535-47bb-0310-9956-ffa450edef68n
7ec6ca752ebd12ef8ba1eae64d754e10e3365933,camel,None,CAMEL-1933: Overhaul of JMX. Improved management of tracer. Added managed scheduled consumer. Restart with executors works better now. Renamed some management classes.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@809509 13f79535-47bb-0310-9956-ffa450edef68n
7ee7010e80953db08814e75a0fd314653d072941,tomcat,Corrective,Allow Checkstyles unused imports test to be used with this class Fix Eclipse warningsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1026157 13f79535-47bb-0310-9956-ffa450edef68n
7ee77834480e63da705e3cf5757075ce09436261,apache-jmeter,None,made a bunch of updates and changes. the GUI has basic functionality now making steady progress peter lingit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@325669 13f79535-47bb-0310-9956-ffa450edef68n
7eea15fc17a3c55e7f94bb8ec68754e10ae950d7,apache-ant,Non Functional,"First pass at an XDoclet proof-of-conceptUse the xdoclet target, and check the build directory for a generated core-ant-descriptor.xmlnnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270717 13f79535-47bb-0310-9956-ffa450edef68n"
7ef4b7f010bdd6856689609e2e8fd38e3507f436,apache-jmeter,Corrective,Fix up some missing encodings (Findbugs)git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1227014 13f79535-47bb-0310-9956-ffa450edef68n
7efb5fb0a40bbb21d288e26585820809d3cc9f70,tomcat,Corrective,Fix the remaining TODO in the new cookie parsergit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1622040 13f79535-47bb-0310-9956-ffa450edef68n
7f3e2dc3553565c8e627c2a68debc2d5cd696605,camel,Corrective,Fixed the async test error on a slower boxgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@775584 13f79535-47bb-0310-9956-ffa450edef68n
7f417056d2f3bf4b0f1a839922c68829f84a170f,camel,Corrective,Fixed errorHandler tag and fixed spellings.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@933094 13f79535-47bb-0310-9956-ffa450edef68n
7f4dc277572df6ba25fa961073b99a5bdb086c00,hadoop,Feature Addition,MAPREDUCE-3256. Added authorization checks for the protocol between NodeManager and ApplicationMaster. Contributed by Vinod K V.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1194850 13f79535-47bb-0310-9956-ffa450edef68n
7f5e278f650ebc08e44ff3018047852d6351bef9,camel,None,CAMEL-8044: Camel commands useable for remote JVMs using jolokia
7f61a33c092bc8f7d0c280d79fdfd11cfa6f87ab,camel,None,Removed the useless imports of componentsgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@816070 13f79535-47bb-0310-9956-ffa450edef68n
7f70df09b02c5a95b53bb9351c67ba1c750bbc15,camel,None,"CAMEL-1241: NewFileComponent using the new Camel VFS living side by side with old File component, until the new is rock solid.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@738093 13f79535-47bb-0310-9956-ffa450edef68n"
7f80f383cfd4df8b6d30bbf64ceac0ba03b69bfc,apache-ant,Feature Addition,The initial checkin of antidote - the ant GUI.This initial version is mainly to establish the source infrastructure. Thencode currently compiles under JDK 1.2+ and provides a basic GUI which is ablento open a build.xml file.nnStay tuned ...nnSubmitted by:tSimeon Fitch <metasim@yahoo.com>nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268148 13f79535-47bb-0310-9956-ffa450edef68n
7fb359263ae1b2952071f60023b15266ccde8e74,apache-ant,None,Move all but the optional tasks into the hierarchy o.a.t.todo rather than o.a.t.ant so as not to clash with ant1 compatability latergit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271877 13f79535-47bb-0310-9956-ffa450edef68n
7fe1752bfdae0c280170ce2759146dc55bb6cd36,gerrit,None,Remove SolrIt isnt used in the wild and is going to be replaced withnElastic Search.nnChange-Id: Ic62ae3103fca2214904dbf2faf4c861b5f0ae9b5n
7fe6d0a0fe890f6a59aa6a0bf3ca1e756b94dc93,apache-ant,None,checkstylegit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@474076 13f79535-47bb-0310-9956-ffa450edef68n
8014dfa1dba66ae11a055e1e12099d0f6df94448,hadoop,None,HADOOP-7206. Support Snappy compression. Contributed by Issei Yoshida and Alejandro Abdelnurgit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1139476 13f79535-47bb-0310-9956-ffa450edef68n
80447bd35a79ca58a03354d0552fbefd4edd7565,hadoop,None,HDFS-3244. Remove dead writable code from hdfs/protocol. Contributed by Eli Collinsgit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1312061 13f79535-47bb-0310-9956-ffa450edef68n
80448160f0a8569def7e5476fc9036209f249cbc,camel,None,JmsBinding should only WARN if body is not null.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@930836 13f79535-47bb-0310-9956-ffa450edef68n
807d12acf35eb7c0a9c3a43d829fce3a6878ec58,camel,Preventative,Cut down test time for camel-jms.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1059911 13f79535-47bb-0310-9956-ffa450edef68n
80a86aadd3850c2eb010a1d1796918666408954d,apache-ant,Preventative,Remove some unit tests that are part of container.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272375 13f79535-47bb-0310-9956-ffa450edef68n
80b8958f239c54df5508309b3687014f1074a0e9,tomcat,Feature Addition,Add a test for maxConcurrentStreams Also expands capabilities of Http2TestBase to include - large requests - setting maxConcurrentStreamsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1684771 13f79535-47bb-0310-9956-ffa450edef68n
80c1224b262242cd46a2fdcfe6dfd5c9bc3ffce5,camel,None,Use the constant from atmosphere-2.4.2
80e0d52b7693650141e9b629812d88c75c799568,tomcat,Corrective,Revert r765727 (fix for https://issues.apache.org/bugzilla/show_bug.cgi?id=46538) - it fixes the reported issue but introduces other issues.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@765902 13f79535-47bb-0310-9956-ffa450edef68n
80e2196c14dd73997c37765679da9d0641b2ffcd,apache-jmeter,None,Proxy SSL recording does not handle external embedded resources well Reworked; setup is now done by ProxyControl on pressing Start TODO: better notification of progress of keystore init Bugzilla Id: 55507git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1521320 13f79535-47bb-0310-9956-ffa450edef68n
80eb92aff02cc9f899a6897e9cbc2bc69bd56136,hadoop,None,YARN-600. Hook up cgroups CPU settings to the number of virtual cores allocated. (sandyr via tucu)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1492365 13f79535-47bb-0310-9956-ffa450edef68n
80ee914cd7dbdc830a4d53e1abd6e3ebd965bb78,tomcat,None,Update the comment. We dont want or need another full EL parser.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@898318 13f79535-47bb-0310-9956-ffa450edef68n
80f0500d7ed22c938f3a584fe2f8b438cf1dffd5,apache-jmeter,None,Use HTMLParseError instead of Error to alllow use under JDK1.3 TODO - finish JDK1.3 compatibilitygit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@323998 13f79535-47bb-0310-9956-ffa450edef68n
80f4e65718fd80940e284ce91bc87da0dbd940bf,apache-ant,None,Remove unused exec classes.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271341 13f79535-47bb-0310-9956-ffa450edef68n
81197f555a134f3d58f7195fa85046db167bd704,apache-ant,None,Get with usetimestamp did not work when local timestamp roughly >= now.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@277761 13f79535-47bb-0310-9956-ffa450edef68n
811fed0f4b585bcf130f3a4d86192cc635172664,tomcat,None,Simplify since minimum Java version is now >= 1.5git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1366896 13f79535-47bb-0310-9956-ffa450edef68n
8140866937e2d1ef11b9c165858d652a075eeade,tomcat,Non Functional,Merge LifecycleBase and LifecycleSupportgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1670455 13f79535-47bb-0310-9956-ffa450edef68n
815f8ef020a26981a2cca292a15c98d66ed97037,tomcat,None,Improve logginggit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1229729 13f79535-47bb-0310-9956-ffa450edef68n
817ead65b99f465fc2dfa18072cf23cadf5f05d0,hadoop,None,MAPREDUCE-2933. Change allocate call to return ContainerStatus for completed containers rather than Container.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1169484 13f79535-47bb-0310-9956-ffa450edef68n
81e71aff55a57a4f48c4908ef35140923041365a,tomcat,Feature Addition,Address a TODOgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1630209 13f79535-47bb-0310-9956-ffa450edef68n
823402193c84ca9ddbea98dab6f0ebd50cd7ddaf,camel,Corrective,Fixed Camel catalog endpoint options parser
8268a3c4e43813becf50d3d892b077d96f519746,apache-ant,None,Spelling Submitted by: Larry Shatzer (Larry dot Shatzer At Spirent Dot Com)git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@275235 13f79535-47bb-0310-9956-ffa450edef68n
827401a9b1d85fe1f443d21ebe9d917ba23153de,hadoop,Feature Addition,HADOOP-6919. New metrics2 framework. Contributed by Luke Lu.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1100113 13f79535-47bb-0310-9956-ffa450edef68n
829824fc012f10dec9572ded0469355e3b3789ef,camel,None,CAMEL-4309: Added option asyncStopListener to camel-jms to stop using async threadgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1331455 13f79535-47bb-0310-9956-ffa450edef68n
82a3e2b25360e2ed35c34e295f4e8bd2720d7863,apache-jmeter,Feature Addition,Added a new attribute for SampleResults to indicate if a sampler is used as a monitor sampler.peter linnnngit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@324420 13f79535-47bb-0310-9956-ffa450edef68n
82c1b4574294faf2d37335cca22e02a4968707cf,apache-jmeter,Corrective,Fix typogit-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1553423 13f79535-47bb-0310-9956-ffa450edef68n
82e7622ae622a609b7b125aee65bc6e3fc3a0b5f,tomcat,Feature Addition,Implement per session message buffer size limits and check them on every new message.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1445556 13f79535-47bb-0310-9956-ffa450edef68n
82f3ef43d7678ac66d6218bbebe1f613b8f75f9a,log4j,Feature Addition,"Thanks to Mario of the VFS team, no longer have to manually work out what VFS schemes are available on the class path.  Much cleaner!  Thanks Mario.Added an inner action object to handle the population of the file childrenninside the Table.  You can now see the file size and last modified stampsnof the files in each directory.nnStill cant drill down any futher than the first directory, coming soon.nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310565 13f79535-47bb-0310-9956-ffa450edef68n"
83139fae37e335810a6930aa34c5260bb272f5db,camel,None,CAMEL-370.  Patch applied with thanks!git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@634501 13f79535-47bb-0310-9956-ffa450edef68n
833e9cac60e63945c9c9b2602c8d39b180dccae7,camel,None,Revert the change that I just committed by accidentgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1031417 13f79535-47bb-0310-9956-ffa450edef68n
8344e79c7d28e4a2be4da378b0fd97201f2b2c9d,apache-ant,None,removing Perforce Ant tasksgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@1442023 13f79535-47bb-0310-9956-ffa450edef68n
834770bfac4d2375417884de0ad18952fc84756f,tomcat,None,Typogit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@791641 13f79535-47bb-0310-9956-ffa450edef68n
835017fe66e5f9b515676c5ba3cb6e604333ea51,camel,None,CAMEL-2723: Reworked failover LB as to mirror the pipeline as its just a specialized Pipeline. This ensures the async routing engine works flawless. And on top others can understand and maintain the code. I was about to give beers if you could understand the previous code :)git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@956216 13f79535-47bb-0310-9956-ffa450edef68n
837a23252970ff3064210f687e0aff00ce0f4fad,apache-jmeter,Feature Addition,Add NLS markers; extract string constants and general tidy upgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@535574 13f79535-47bb-0310-9956-ffa450edef68n
837e17b2eac1471d93e2eff395272063b265fee7,hadoop,Merge,svn merge -c -1430507 . for reverting HDFS-4353. Encapsulate connections to peers in Peer and PeerServer classesgit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1430662 13f79535-47bb-0310-9956-ffa450edef68n
83b170b7550c71cd35e561432ebcfe891e1fabfc,camel,None,CAMEL-702: A proposed fix for CAMEL-702. Gert will take a look too. Concurrency issue with camel-saon. WORK IN PROGRESS!!git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@676550 13f79535-47bb-0310-9956-ffa450edef68n
83c65ef9d13762b112cdced43c8ecaf88c99cde2,camel,None,CAMEL-8044: Camel commands useable for remote JVMs using jolokia
83d80658673b286efc534d96463e4c93fb818858,hadoop,Corrective,YARN-376. Fixes a bug which would prevent the NM knowing about completed containers and applications. Contributed by Jason Lowe.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1451473 13f79535-47bb-0310-9956-ffa450edef68n
83edbb7a85886207a528219f32cc598e4ea1eeff,apache-ant,Corrective,"handle errors in command line arguments by throwing exception, making Jon Skeet happy and fixingPR: 16123nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@273863 13f79535-47bb-0310-9956-ffa450edef68n"
844faefd080e3fa35bbe56b60089fe8d4226b5cb,hadoop,None,HDFS-3200. Scope all ZKFC configurations by nameservice. Contributed by Todd Lipcon.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/branches/HDFS-3042@1310165 13f79535-47bb-0310-9956-ffa450edef68n
849c68c7b5f80064de3692d766444c2f8864f47a,hadoop,None,MAPREDUCE-3312. Modified MR AM to not send a stop-container request for a container that isnt launched at all. Contributed by Robert Joseph Evans.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1229451 13f79535-47bb-0310-9956-ffa450edef68n
85470f0a33a3fb29ca80e9531a1a45f6b7b16721,hadoop,None,HADOOP-8462. Native-code implementation of bzip2 codec. Contributed by Govind Kamatgit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1453608 13f79535-47bb-0310-9956-ffa450edef68n
855c83b4187efa9ed4459f495ff824c3ec638f2e,camel,Feature Addition,initial implementation of Message ExchangePattern support for CAMEL-133git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572607 13f79535-47bb-0310-9956-ffa450edef68n
8572a5a14b999a866fa64ce32ee20078ffefdb1e,hadoop,Preventative,YARN-3974. Refactor the reservation system test cases to use parameterized base test. (subru via curino)
85bd1e2716295c18ca36b489880d4254cbe452f3,apache-jmeter,None,Use latency for time to establish the connectiongit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@582435 13f79535-47bb-0310-9956-ffa450edef68n
85c1e8aa51f20632e20f4fac1258ead5ad3dabe6,camel,None,CAMEL-4025: Added unit test. Polished code.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1129023 13f79535-47bb-0310-9956-ffa450edef68n
85c6712a405749e299a8cdb110fee5389849214f,tomcat,None,Code review / refactoring in light of https://bz.apache.org/bugzilla/show_bug.cgi?id=58390 error is only used by NIO2 so move it to Nio2SocketWrappergit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1703534 13f79535-47bb-0310-9956-ffa450edef68n
